orderNumber,orderDate,arrivalDate,email,orderStatus,shipType,shipPrice,total order price,isLate,warehouseID
517,25/03/2022,3/4/2022,jluxford1c@yahoo.com,Complete,Regular,$5 ,$394 ,0,7
518,24/06/2020,3/7/2020,jlitherborough54@technorati.com,Complete,Regular,$5 ,$116 ,0,6
519,29/09/2021,3/10/2021,cburgett55@wufoo.com,Complete,Regular,$5 ,"$2,534 ",0,7
520,24/06/2020,6/7/2020,sdear6v@bizjournals.com,Refund,Regular,$5 ,$124 ,1,6
521,14/08/2021,28/08/2021,atapton5v@dot.gov,Cancelled,Regular,$5 ,"$1,820 ",1,2
522,11/10/2022,13/10/2022,smacdiarmid1g@pagesperso-orange.fr,Complete,Fast,$10 ,"$1,335 ",0,6
523,3/6/2020,5/6/2020,rsherbrooke4e@unesco.org,Complete,Regular,$5 ,$521 ,0,1
524,25/04/2023,29/04/2023,wpoltun2f@myspace.com,Complete,Regular,$5 ,"$1,339 ",0,2
525,12/9/2022,25/09/2022,jcronkshaw41@arizona.edu,Cancelled,Regular,$5 ,$311 ,1,5
526,17/03/2023,25/03/2023,hbacke47@scientificamerican.com,Complete,Regular,$5 ,"$1,348 ",0,7
527,4/8/2020,5/8/2020,tglenister25@wikimedia.org,Complete,Fast,$10 ,$604 ,0,3
528,15/02/2021,27/02/2021,oimm2q@dropbox.com,Cancelled,Regular,$5 ,"$1,522 ",1,6
529,19/08/2020,26/08/2020,cdowney3d@berkeley.edu,Complete,Regular,$5 ,$300 ,0,7
530,9/5/2022,10/5/2022,dgoodreid2z@sun.com,Complete,Fast,$10 ,"$1,280 ",0,6
531,7/2/2021,15/02/2021,whindenburg1m@fc2.com,Complete,Regular,$5 ,"$2,045 ",0,1
532,5/9/2020,15/09/2020,cmoreingv@army.mil,Complete,Regular,$5 ,$99 ,1,7
533,3/8/2020,13/08/2020,rjacobsohn5l@discuz.net,Complete,Regular,$5 ,"$1,403 ",1,1
534,12/1/2022,25/01/2022,lguilletonz@huffingtonpost.com,Cancelled,Regular,$5 ,"$1,874 ",1,1
535,6/1/2023,9/1/2023,mdopsond@scribd.com,Complete,Regular,$5 ,$390 ,0,7
536,11/2/2023,22/02/2023,agummaryn@hatena.ne.jp,Refund,Regular,$5 ,"$1,124 ",1,2
537,28/02/2023,8/3/2023,wfretwell5x@ask.com,Complete,Regular,$5 ,$358 ,0,1
538,5/5/2022,15/05/2022,bwillavize3x@bloglines.com,Complete,Regular,$5 ,$153 ,1,3
539,24/01/2023,30/01/2023,imacduffie3h@goodreads.com,Complete,Regular,$5 ,"$2,271 ",0,7
540,28/05/2022,2/6/2022,ssimko5i@ox.ac.uk,Complete,Regular,$5 ,"$3,208 ",0,7
541,15/11/2021,25/11/2021,egerrit4n@homestead.com,Complete,Regular,$5 ,$28 ,1,1
542,6/8/2020,12/8/2020,frevely12@issuu.com,Complete,Regular,$5 ,$296 ,0,7
543,1/9/2021,12/9/2021,qbowkerq@scribd.com,Refund,Regular,$5 ,$902 ,1,1
544,16/04/2023,28/04/2023,lsawforde10@microsoft.com,Refund,Regular,$5 ,"$1,338 ",1,6
545,16/11/2021,28/11/2021,rmacklinm@mit.edu,Cancelled,Regular,$5 ,$771 ,1,7
546,16/12/2021,18/12/2021,gwondraschek2s@delicious.com,Complete,Fast,$10 ,"$2,093 ",0,6
547,7/1/2022,9/1/2022,speddar4o@time.com,Complete,Regular,$5 ,$781 ,0,1
548,1/8/2020,9/8/2020,ptangyew@gnu.org,Complete,Regular,$5 ,"$2,665 ",0,7
549,15/08/2020,19/08/2020,mhalley5y@prlog.org,Complete,Regular,$5 ,"$2,048 ",0,6
550,8/3/2022,15/03/2022,abragger6e@usatoday.com,Complete,Regular,$5 ,"$2,052 ",0,2
551,3/8/2021,9/8/2021,nhilliam6n@ted.com,Complete,Regular,$5 ,$38 ,0,3
552,16/08/2022,23/08/2022,ngreasley5@nsw.gov.au,Complete,Regular,$5 ,"$2,240 ",0,2
553,18/10/2020,20/10/2020,wpollicatt11@uiuc.edu,Complete,Fast,$10 ,$83 ,0,6
554,5/3/2021,13/03/2021,tglenister25@wikimedia.org,Complete,Regular,$5 ,"$2,979 ",0,6
555,27/11/2020,4/12/2020,ssimko5i@ox.ac.uk,Complete,Regular,$5 ,"$4,079 ",0,1
556,2/2/2021,3/2/2021,mluther6a@privacy.gov.au,Complete,Fast,$10 ,$825 ,0,7
557,25/06/2022,1/7/2022,bhearthfield2t@squarespace.com,Complete,Regular,$5 ,"$2,330 ",0,2
558,26/12/2021,8/1/2022,rmccuthais1i@sciencedirect.com,Cancelled,Regular,$5 ,"$1,955 ",1,2
559,3/5/2022,17/05/2022,asillitoe1v@ucsd.edu,Cancelled,Regular,$5 ,"$4,083 ",1,7
560,24/10/2020,26/10/2020,cstammirs6q@google.com.au,Complete,Regular,$5 ,$422 ,0,6
561,17/04/2022,20/04/2022,ksambrookx@amazon.com,Complete,Regular,$5 ,"$1,038 ",0,7
562,3/6/2020,17/06/2020,jgilbert4c@eepurl.com,Cancelled,Regular,$5 ,$294 ,1,5
563,10/6/2021,14/06/2021,ccordero1t@miibeian.gov.cn,Complete,Regular,$5 ,"$3,778 ",0,5
564,22/09/2022,27/09/2022,ssimko5i@ox.ac.uk,Complete,Regular,$5 ,"$2,744 ",0,6
565,5/1/2022,7/1/2022,cperillo2u@51.la,Complete,Fast,$10 ,"$1,894 ",0,6
566,11/4/2021,25/04/2021,hbacke47@scientificamerican.com,Refund,Regular,$5 ,$545 ,1,5
567,5/7/2022,9/7/2022,lsawforde10@microsoft.com,Complete,Regular,$5 ,$390 ,0,2
568,20/02/2023,5/3/2023,apoulden28@cocolog-nifty.com,Cancelled,Regular,$5 ,"$2,233 ",1,5
569,25/01/2022,7/2/2022,vjunkinson3m@soup.io,Refund,Regular,$5 ,$327 ,1,1
570,21/07/2022,28/07/2022,pbondesen4q@ebay.co.uk,Complete,Regular,$5 ,$709 ,0,1
571,11/9/2022,17/09/2022,gdesaur2p@businesswire.com,Complete,Regular,$5 ,$77 ,0,6
572,3/7/2021,6/7/2021,vjunkinson3m@soup.io,Complete,Regular,$5 ,$876 ,0,6
573,13/04/2021,14/04/2021,edodswell5k@google.fr,Complete,Regular,$5 ,"$3,215 ",0,3
574,25/06/2020,30/06/2020,ksambrookx@amazon.com,Complete,Regular,$5 ,"$3,431 ",0,1
575,9/3/2023,20/03/2023,dlorenc14@bigcartel.com,Cancelled,Regular,$5 ,"$2,684 ",1,3
576,13/01/2022,19/01/2022,mtillyer5r@youtu.be,Complete,Regular,$5 ,"$1,220 ",0,2
577,31/05/2021,2/6/2021,lwebbyo@spiegel.de,Complete,Fast,$10 ,$926 ,0,2
578,30/05/2020,4/6/2020,gbispo17@washingtonpost.com,Complete,Regular,$5 ,"$1,978 ",0,5
579,11/4/2021,22/04/2021,abarnsdall3n@wordpress.com,Refund,Regular,$5 ,"$2,505 ",1,2
580,5/1/2022,14/01/2022,aleidecker29@army.mil,Complete,Regular,$5 ,$175 ,0,3
581,18/08/2021,31/08/2021,smacdiarmid1g@pagesperso-orange.fr,Cancelled,Regular,$5 ,"$2,003 ",1,2
582,2/6/2022,3/6/2022,comalley4k@so-net.ne.jp,Complete,Fast,$10 ,$342 ,0,6
583,4/8/2020,16/08/2020,smacdiarmid1g@pagesperso-orange.fr,Cancelled,Regular,$5 ,"$1,602 ",1,5
584,14/11/2022,18/11/2022,aheardman1j@fda.gov,Complete,Regular,$5 ,"$1,915 ",0,7
585,4/6/2020,15/06/2020,nector4m@noaa.gov,Cancelled,Regular,$5 ,"$2,010 ",1,5
586,9/11/2021,12/11/2021,bchrstine65@bluehost.com,Complete,Fast,$10 ,$765 ,0,5
587,22/08/2020,26/08/2020,gcrafts60@diigo.com,Complete,Regular,$5 ,$21 ,0,3
588,14/09/2021,22/09/2021,ezanolli3r@over-blog.com,Complete,Regular,$5 ,"$1,986 ",0,5
589,12/7/2021,23/07/2021,emiall1x@fema.gov,Cancelled,Regular,$5 ,$164 ,1,1
590,8/1/2023,9/1/2023,jlidgerton4l@omniture.com,Complete,Regular,$5 ,"$2,610 ",0,1
591,28/10/2020,9/11/2020,lbonnar1@mac.com,Cancelled,Regular,$5 ,"$2,741 ",1,1
592,12/10/2021,16/10/2021,gbanford9@so-net.ne.jp,Complete,Regular,$5 ,"$2,451 ",0,6
593,9/10/2021,17/10/2021,sjaycox6s@google.es,Complete,Regular,$5 ,"$4,059 ",0,6
594,19/12/2021,2/1/2022,smallaby31@weibo.com,Refund,Regular,$5 ,$591 ,1,7
595,14/02/2022,20/02/2022,obarok3i@walmart.com,Complete,Regular,$5 ,$401 ,0,2
596,11/8/2021,17/08/2021,lmayfield37@weibo.com,Complete,Regular,$5 ,$467 ,0,6
597,18/10/2021,25/10/2021,aharmson4j@reverbnation.com,Complete,Regular,$5 ,$292 ,0,5
598,21/09/2021,22/09/2021,rmacdougal2j@ft.com,Complete,Fast,$10 ,$435 ,0,7
599,29/04/2023,9/5/2023,ryanuk1y@123-reg.co.uk,Complete,Regular,$5 ,$94 ,1,3
600,23/09/2020,6/10/2020,wpollicatt11@uiuc.edu,Cancelled,Regular,$5 ,$934 ,1,3
601,8/1/2023,18/01/2023,jlidgerton4l@omniture.com,Complete,Regular,$5 ,$125 ,1,7
602,10/11/2022,23/11/2022,scansfield6b@google.nl,Cancelled,Regular,$5 ,"$1,553 ",1,2
603,3/10/2021,7/10/2021,lwebbyo@spiegel.de,Complete,Regular,$5 ,$543 ,0,2
604,3/3/2023,11/3/2023,kwey6g@webeden.co.uk,Complete,Regular,$5 ,$695 ,0,6
605,26/09/2022,2/10/2022,fdechelle58@quantcast.com,Complete,Regular,$5 ,"$2,226 ",0,1
606,25/07/2022,29/07/2022,jkaubisch1d@phpbb.com,Complete,Regular,$5 ,"$1,034 ",0,1
607,17/10/2021,24/10/2021,lbonnesen6x@scientificamerican.com,Complete,Regular,$5 ,$511 ,0,2
608,11/12/2020,13/12/2020,lguilletonz@huffingtonpost.com,Complete,Regular,$5 ,$256 ,0,2
609,8/4/2022,11/4/2022,sbritcher6i@a8.net,Complete,Fast,$10 ,$83 ,0,1
610,26/09/2020,4/10/2020,ksparke1o@foxnews.com,Complete,Regular,$5 ,"$3,140 ",0,2
611,19/12/2020,23/12/2020,jlidgerton4l@omniture.com,Complete,Regular,$5 ,$980 ,0,1
612,1/7/2021,7/7/2021,jlewton1n@goodreads.com,Complete,Regular,$5 ,"$1,297 ",0,2
613,15/02/2022,24/02/2022,cmatiashvili1r@senate.gov,Complete,Regular,$5 ,$676 ,0,7
614,11/7/2022,15/07/2022,cstammirs6q@google.com.au,Complete,Regular,$5 ,$991 ,0,7
615,19/08/2020,25/08/2020,lcaudwell2b@technorati.com,Complete,Regular,$5 ,$162 ,0,3
616,9/9/2021,10/9/2021,abragger6e@usatoday.com,Complete,Fast,$10 ,$907 ,0,2
617,11/11/2021,13/11/2021,kwey6g@webeden.co.uk,Complete,Fast,$10 ,$553 ,0,1
618,4/5/2021,15/05/2021,bbalcers3j@nymag.com,Refund,Regular,$5 ,$465 ,1,6
619,10/11/2020,11/11/2020,pderges3z@apache.org,Complete,Regular,$5 ,$427 ,0,6
620,13/03/2021,17/03/2021,gteodoro4f@lulu.com,Complete,Regular,$5 ,"$1,940 ",0,6
621,7/4/2022,17/04/2022,astockley2a@theguardian.com,Complete,Regular,$5 ,$947 ,1,2
622,13/12/2022,15/12/2022,hmcvee5c@usgs.gov,Complete,Fast,$10 ,"$2,620 ",0,5
623,11/10/2020,16/10/2020,brodnight63@ycombinator.com,Complete,Regular,$5 ,$414 ,0,2
624,28/02/2021,13/03/2021,stroake1l@biglobe.ne.jp,Cancelled,Regular,$5 ,"$1,636 ",1,7
625,7/11/2020,15/11/2020,lbonnesen6x@scientificamerican.com,Complete,Regular,$5 ,$908 ,0,5
626,5/1/2022,13/01/2022,epenrice64@aboutads.info,Complete,Regular,$5 ,$741 ,0,6
627,12/7/2020,15/07/2020,jniblo2h@walmart.com,Complete,Fast,$10 ,"$3,402 ",0,3
628,23/05/2022,28/05/2022,fgymblett6t@cisco.com,Complete,Regular,$5 ,$276 ,0,4
629,13/06/2022,21/06/2022,sdear6v@bizjournals.com,Complete,Regular,$5 ,"$2,511 ",0,1
630,1/10/2021,10/10/2021,khedgecock2i@technorati.com,Complete,Regular,$5 ,$948 ,0,7
631,2/11/2022,12/11/2022,ssimeoni1b@cbslocal.com,Complete,Regular,$5 ,$777 ,1,6
632,13/09/2022,17/09/2022,bluterf@virginia.edu,Complete,Regular,$5 ,"$2,787 ",0,6
633,3/7/2020,13/07/2020,asillitoe1v@ucsd.edu,Complete,Regular,$5 ,"$4,029 ",1,4
634,7/4/2021,19/04/2021,smallaby31@weibo.com,Refund,Regular,$5 ,"$1,437 ",1,3
635,29/01/2021,4/2/2021,kboolsen5f@engadget.com,Complete,Regular,$5 ,"$3,001 ",0,2
636,30/01/2021,12/2/2021,edodswell5k@google.fr,Cancelled,Regular,$5 ,$407 ,1,4
637,20/12/2022,28/12/2022,nhiland4w@state.gov,Complete,Regular,$5 ,"$1,126 ",0,1
638,25/03/2022,6/4/2022,jlitherborough54@technorati.com,Cancelled,Regular,$5 ,$256 ,1,1
639,11/10/2020,13/10/2020,hleirmonth1q@theglobeandmail.com,Complete,Fast,$10 ,"$1,986 ",0,2
640,5/1/2022,10/1/2022,gphilliphsb@mapy.cz,Complete,Regular,$5 ,$479 ,0,6
641,26/08/2022,3/9/2022,caneley40@msn.com,Complete,Regular,$5 ,$78 ,0,2
642,30/05/2021,8/6/2021,edodswell5k@google.fr,Complete,Regular,$5 ,"$1,389 ",0,7
643,23/01/2022,1/2/2022,cdowney3d@berkeley.edu,Complete,Regular,$5 ,"$3,185 ",0,1
644,4/8/2021,16/08/2021,mhuwsr@mit.edu,Refund,Regular,$5 ,"$1,993 ",1,5
645,28/05/2020,3/6/2020,cluxon5j@posterous.com,Complete,Regular,$5 ,$22 ,0,2
646,11/3/2023,24/03/2023,lwebbyo@spiegel.de,Refund,Regular,$5 ,"$3,963 ",1,1
647,25/03/2021,27/03/2021,emiall1x@fema.gov,Complete,Regular,$5 ,$434 ,0,7
648,26/12/2021,3/1/2022,fbalcon2y@state.tx.us,Complete,Regular,$5 ,$36 ,0,7
649,25/11/2022,28/11/2022,wpollicatt11@uiuc.edu,Complete,Regular,$5 ,"$1,070 ",0,1
650,15/07/2022,25/07/2022,scottam3q@aol.com,Complete,Regular,$5 ,"$1,053 ",1,2
651,27/05/2022,30/05/2022,agabbatt59@hc360.com,Complete,Regular,$5 ,$102 ,0,1
652,21/11/2022,29/11/2022,jasch2m@myspace.com,Complete,Regular,$5 ,"$2,415 ",0,5
653,25/03/2022,5/4/2022,jstilgo67@homestead.com,Refund,Regular,$5 ,"$1,680 ",1,2
654,16/01/2021,21/01/2021,nector4m@noaa.gov,Complete,Regular,$5 ,"$2,755 ",0,7
655,8/3/2021,20/03/2021,ocaulkett5u@ning.com,Cancelled,Regular,$5 ,$277 ,1,1
656,3/12/2020,15/12/2020,fmacclayh@ted.com,Refund,Regular,$5 ,$156 ,1,7
657,13/03/2023,19/03/2023,ahalms21@businessweek.com,Complete,Regular,$5 ,"$2,668 ",0,2
658,5/12/2021,13/12/2021,aleidecker29@army.mil,Complete,Regular,$5 ,"$2,121 ",0,7
659,23/05/2022,6/6/2022,rmacdougal2j@ft.com,Refund,Regular,$5 ,"$1,985 ",1,1
660,18/09/2022,21/09/2022,kkuzma5h@meetup.com,Complete,Regular,$5 ,"$2,153 ",0,2
661,22/05/2022,26/05/2022,bkelberman4g@loc.gov,Complete,Regular,$5 ,"$2,056 ",0,2
662,21/12/2022,30/12/2022,speddar4o@time.com,Complete,Regular,$5 ,"$2,154 ",0,3
663,5/12/2021,15/12/2021,jpettus5p@independent.co.uk,Complete,Regular,$5 ,$525 ,1,1
664,31/07/2021,9/8/2021,orakestraw2n@dailymotion.com,Complete,Regular,$5 ,"$2,035 ",0,2
665,1/8/2020,14/08/2020,rbeckingham2l@goodreads.com,Cancelled,Regular,$5 ,$381 ,1,2
666,22/12/2020,29/12/2020,itomaini2g@usa.gov,Complete,Regular,$5 ,"$1,057 ",0,2
667,26/09/2021,30/09/2021,agummaryn@hatena.ne.jp,Complete,Regular,$5 ,$329 ,0,1
668,3/12/2020,10/12/2020,stroake1l@biglobe.ne.jp,Complete,Regular,$5 ,"$1,656 ",0,2
669,28/04/2023,30/04/2023,ksolesbury15@behance.net,Complete,Regular,$5 ,"$1,024 ",0,5
670,28/06/2021,4/7/2021,smallaby31@weibo.com,Complete,Regular,$5 ,"$1,654 ",0,6
671,4/5/2022,12/5/2022,lwebbyo@spiegel.de,Complete,Regular,$5 ,"$3,186 ",0,2
672,14/10/2022,19/10/2022,kkuzma5h@meetup.com,Complete,Regular,$5 ,$69 ,0,3
673,26/12/2022,8/1/2023,ksolesbury15@behance.net,Refund,Regular,$5 ,"$1,880 ",1,1
674,26/06/2020,7/7/2020,adurnin4p@ed.gov,Refund,Regular,$5 ,$308 ,1,2
675,14/11/2020,23/11/2020,gteodoro4f@lulu.com,Complete,Regular,$5 ,$994 ,0,7
676,7/8/2020,12/8/2020,mdopsond@scribd.com,Complete,Regular,$5 ,$743 ,0,7
677,28/03/2022,31/03/2022,nsantorinik@japanpost.jp,Complete,Regular,$5 ,$59 ,0,3
678,3/11/2020,8/11/2020,ctaplow6h@jigsy.com,Complete,Regular,$5 ,"$1,633 ",0,2
679,7/1/2022,20/01/2022,epatullo3w@paypal.com,Refund,Regular,$5 ,$47 ,1,7
680,14/07/2021,25/07/2021,smirrleesc@tripod.com,Cancelled,Regular,$5 ,$78 ,1,2
681,14/03/2022,20/03/2022,mmcconaghyy@zimbio.com,Complete,Regular,$5 ,"$1,353 ",0,2
682,10/10/2022,21/10/2022,mmcconaghyy@zimbio.com,Refund,Regular,$5 ,$830 ,1,6
683,7/3/2023,20/03/2023,kvoules4v@unblog.fr,Cancelled,Regular,$5 ,$310 ,1,6
684,17/06/2022,28/06/2022,gdesaur2p@businesswire.com,Refund,Regular,$5 ,$315 ,1,1
685,31/03/2021,2/4/2021,cmilne51@hugedomains.com,Complete,Regular,$5 ,$970 ,0,3
686,14/11/2021,28/11/2021,mhuwsr@mit.edu,Refund,Regular,$5 ,"$1,622 ",1,5
687,26/07/2021,8/8/2021,whindenburg1m@fc2.com,Refund,Regular,$5 ,$177 ,1,7
688,27/11/2021,2/12/2021,jsainsl@cnet.com,Complete,Regular,$5 ,$320 ,0,1
689,10/3/2023,19/03/2023,jlidgerton4l@omniture.com,Complete,Regular,$5 ,$253 ,0,5
690,15/03/2023,19/03/2023,speddar4o@time.com,Complete,Regular,$5 ,"$1,499 ",0,7
691,27/12/2021,2/1/2022,comalley4k@so-net.ne.jp,Complete,Regular,$5 ,$241 ,0,1
692,7/11/2022,10/11/2022,bkenworthey6d@creativecommons.org,Complete,Regular,$5 ,"$1,970 ",0,7
693,10/4/2021,20/04/2021,mhuwsr@mit.edu,Complete,Regular,$5 ,$640 ,1,3
694,29/09/2020,6/10/2020,jmcilenna5d@deliciousdays.com,Complete,Regular,$5 ,$760 ,0,1
695,4/8/2020,10/8/2020,tglenister25@wikimedia.org,Complete,Regular,$5 ,$182 ,0,7
696,7/10/2022,17/10/2022,cmatiashvili1r@senate.gov,Complete,Regular,$5 ,$286 ,1,4
697,29/03/2023,5/4/2023,ssimko5i@ox.ac.uk,Complete,Regular,$5 ,$60 ,0,5
698,4/4/2023,10/4/2023,hhesey66@constantcontact.com,Complete,Regular,$5 ,$925 ,0,2
699,3/11/2021,9/11/2021,lord5e@odnoklassniki.ru,Complete,Regular,$5 ,$533 ,0,2
700,2/6/2021,9/6/2021,ashillito26@marketwatch.com,Complete,Regular,$5 ,"$3,007 ",0,3
701,30/07/2022,1/8/2022,lever3f@purevolume.com,Complete,Regular,$5 ,"$3,492 ",0,7
702,5/8/2020,17/08/2020,hleirmonth1q@theglobeandmail.com,Cancelled,Regular,$5 ,$61 ,1,7
703,23/02/2022,6/3/2022,ahalsallt@cafepress.com,Refund,Regular,$5 ,"$1,471 ",1,7
704,29/08/2022,12/9/2022,ahallbord6o@uiuc.edu,Cancelled,Regular,$5 ,"$2,722 ",1,2
705,12/4/2023,24/04/2023,ddykins68@sciencedaily.com,Refund,Regular,$5 ,"$2,157 ",1,4
706,18/06/2021,28/06/2021,epenrice64@aboutads.info,Complete,Regular,$5 ,$144 ,1,2
707,8/7/2022,21/07/2022,aclulow3u@usa.gov,Refund,Regular,$5 ,"$2,261 ",1,5
708,22/05/2021,25/05/2021,rmeijer5q@freewebs.com,Complete,Regular,$5 ,$42 ,0,7
709,29/12/2022,11/1/2023,orakestraw2n@dailymotion.com,Cancelled,Regular,$5 ,$886 ,1,7
710,27/01/2023,31/01/2023,egerrit4n@homestead.com,Complete,Regular,$5 ,$91 ,0,2
711,5/7/2022,9/7/2022,eparradine34@thetimes.co.uk,Complete,Regular,$5 ,$805 ,0,7
712,19/09/2020,29/09/2020,scansfield6b@google.nl,Complete,Regular,$5 ,"$1,664 ",1,7
713,26/07/2022,7/8/2022,obarok3i@walmart.com,Cancelled,Regular,$5 ,$277 ,1,2
714,2/1/2021,13/01/2021,ssimko5i@ox.ac.uk,Cancelled,Regular,$5 ,"$1,177 ",1,2
715,14/08/2020,26/08/2020,jtootin3p@youku.com,Refund,Regular,$5 ,"$1,060 ",1,5
716,31/03/2022,4/4/2022,egerrit4n@homestead.com,Complete,Regular,$5 ,$41 ,0,7
717,7/9/2020,13/09/2020,bcausier46@php.net,Complete,Regular,$5 ,$548 ,0,5
718,24/02/2021,8/3/2021,jpettus5p@independent.co.uk,Refund,Regular,$5 ,$254 ,1,6
719,4/7/2020,10/7/2020,rskinner6l@sbwire.com,Complete,Regular,$5 ,"$3,719 ",0,6
720,26/07/2020,27/07/2020,gcrafts60@diigo.com,Complete,Regular,$5 ,"$2,372 ",0,6
721,8/11/2021,13/11/2021,mwormell6p@typepad.com,Complete,Regular,$5 ,$432 ,0,1
722,4/8/2020,9/8/2020,hmcvee5c@usgs.gov,Complete,Regular,$5 ,$438 ,0,1
723,9/2/2021,22/02/2021,ssarjant35@va.gov,Refund,Regular,$5 ,"$1,757 ",1,7
724,19/02/2021,28/02/2021,ssimeoni1b@cbslocal.com,Complete,Regular,$5 ,"$1,318 ",0,1
725,30/11/2022,14/12/2022,aruperto3v@reference.com,Cancelled,Regular,$5 ,$834 ,1,1
726,16/01/2022,19/01/2022,fmacclayh@ted.com,Complete,Fast,$10 ,"$2,336 ",0,1
727,16/11/2021,20/11/2021,speddar4o@time.com,Complete,Regular,$5 ,$887 ,0,1
728,5/5/2022,6/5/2022,cmotion3e@skyrock.com,Complete,Regular,$5 ,$310 ,0,7
729,26/02/2022,3/3/2022,orakestraw2n@dailymotion.com,Complete,Regular,$5 ,$783 ,0,2
730,5/5/2022,17/05/2022,apirnie6@networkadvertising.org,Cancelled,Regular,$5 ,$39 ,1,2
731,13/09/2020,22/09/2020,aruperto3v@reference.com,Complete,Regular,$5 ,"$1,895 ",0,6
732,11/5/2022,23/05/2022,wpollicatt11@uiuc.edu,Cancelled,Regular,$5 ,"$1,409 ",1,3
733,23/12/2022,6/1/2023,gteodoro4f@lulu.com,Refund,Regular,$5 ,"$4,892 ",1,2
734,12/12/2022,24/12/2022,kmcilory6j@archive.org,Refund,Regular,$5 ,$167 ,1,2
735,7/6/2022,15/06/2022,aruperto3v@reference.com,Complete,Regular,$5 ,"$1,104 ",0,7
736,16/03/2023,22/03/2023,jfillary3a@miitbeian.gov.cn,Complete,Regular,$5 ,$694 ,0,4
737,27/12/2022,5/1/2023,ssarjant35@va.gov,Complete,Regular,$5 ,"$1,806 ",0,1
738,1/4/2021,3/4/2021,sjaycox6s@google.es,Complete,Fast,$10 ,$945 ,0,1
739,18/05/2021,22/05/2021,etimbridge4s@cyberchimps.com,Complete,Regular,$5 ,$425 ,0,2
740,11/4/2023,19/04/2023,dbettertonj@tripod.com,Complete,Regular,$5 ,$540 ,0,7
741,25/07/2020,29/07/2020,tgally6f@cafepress.com,Complete,Regular,$5 ,$147 ,0,3
742,6/3/2022,15/03/2022,apirnie6@networkadvertising.org,Complete,Regular,$5 ,$302 ,0,7
743,3/12/2021,12/12/2021,rmeijer5q@freewebs.com,Complete,Regular,$5 ,"$3,445 ",0,4
744,12/2/2021,21/02/2021,nmccaughen42@columbia.edu,Complete,Regular,$5 ,"$1,404 ",0,1
745,12/6/2022,24/06/2022,gbanford9@so-net.ne.jp,Cancelled,Regular,$5 ,"$1,004 ",1,7
746,23/02/2022,9/3/2022,fdurrington2r@whitehouse.gov,Refund,Regular,$5 ,$58 ,1,1
747,1/3/2022,4/3/2022,frevely12@issuu.com,Complete,Fast,$10 ,$150 ,0,7
748,18/11/2020,30/11/2020,lcaudwell2b@technorati.com,Cancelled,Regular,$5 ,"$1,978 ",1,5
749,11/9/2022,23/09/2022,aclulow3u@usa.gov,Cancelled,Regular,$5 ,$858 ,1,2
750,3/9/2021,11/9/2021,ksambrookx@amazon.com,Complete,Regular,$5 ,$176 ,0,6
751,23/12/2022,2/1/2023,bnewlands62@networksolutions.com,Complete,Regular,$5 ,"$5,219 ",1,5
752,15/06/2021,20/06/2021,dlorenc14@bigcartel.com,Complete,Regular,$5 ,$671 ,0,6
753,27/02/2023,5/3/2023,apoulden28@cocolog-nifty.com,Complete,Regular,$5 ,$255 ,0,7
754,24/01/2021,30/01/2021,nsantorinik@japanpost.jp,Complete,Regular,$5 ,"$1,814 ",0,7
755,14/12/2022,17/12/2022,jgrigolon1z@qq.com,Complete,Regular,$5 ,$82 ,0,1
756,7/9/2021,10/9/2021,kloftie3l@archive.org,Complete,Fast,$10 ,$602 ,0,3
757,11/4/2023,25/04/2023,astockley2a@theguardian.com,Cancelled,Regular,$5 ,$639 ,1,7
758,21/05/2021,26/05/2021,ekik49@icq.com,Complete,Regular,$5 ,$323 ,0,3
759,15/01/2023,24/01/2023,nhilliam6n@ted.com,Complete,Regular,$5 ,$264 ,0,1
760,21/06/2022,24/06/2022,kstyle33@nbcnews.com,Complete,Fast,$10 ,$47 ,0,4
761,28/01/2022,29/01/2022,cmatiashvili1r@senate.gov,Complete,Regular,$5 ,"$1,611 ",0,1
762,2/6/2021,11/6/2021,frichford1h@wired.com,Complete,Regular,$5 ,$430 ,0,1
763,21/05/2021,30/05/2021,csawood6u@bbb.org,Complete,Regular,$5 ,"$2,328 ",0,2
764,13/09/2020,25/09/2020,tfoch5w@pbs.org,Cancelled,Regular,$5 ,$532 ,1,2
765,31/08/2021,7/9/2021,lramsay69@fema.gov,Complete,Regular,$5 ,"$2,549 ",0,1
766,28/09/2022,29/09/2022,hhesey66@constantcontact.com,Complete,Regular,$5 ,"$2,948 ",0,7
767,2/8/2021,5/8/2021,kstyle33@nbcnews.com,Complete,Fast,$10 ,"$1,646 ",0,1
768,6/1/2022,20/01/2022,oimm2q@dropbox.com,Refund,Regular,$5 ,"$1,534 ",1,1
769,27/04/2022,30/04/2022,umacvain4t@ocn.ne.jp,Complete,Regular,$5 ,$317 ,0,1
770,25/06/2021,3/7/2021,ksambrookx@amazon.com,Complete,Regular,$5 ,$96 ,0,3
771,21/04/2022,22/04/2022,bkenworthey6d@creativecommons.org,Complete,Fast,$10 ,"$1,539 ",0,2
772,10/5/2021,19/05/2021,bartingstall44@live.com,Complete,Regular,$5 ,"$1,145 ",0,7
773,2/6/2022,11/6/2022,jpettus5p@independent.co.uk,Complete,Regular,$5 ,$268 ,0,7
774,25/02/2023,1/3/2023,jstilgo67@homestead.com,Complete,Regular,$5 ,"$5,344 ",0,3
775,10/4/2023,23/04/2023,mtillyer5r@youtu.be,Cancelled,Regular,$5 ,$26 ,1,2
